data1,data2,data3
-1.265084271477304,0.8576101283592902,1.7837758207439922
0.11550509829843228,-0.5397965281647675,-0.3136753635345939
-1.3651472836387726,-0.8339520187621245,-0.3448165838873839
-0.7391933660648871,-0.5161772028039723,0.7279103345414618
0.010400016339095723,1.1343123790858058,-0.9708951549442032
-0.25185379090859283,-0.7247226094943822,1.0151891868443883
-1.3059928982839613,-1.3892508694071342,-1.674116953376862
0.23954242991821678,0.738586076484365,-1.174788561279682
0.6699005412745881,1.3476150935612605,-1.461178518870612
-0.9076947482047912,-0.02124617260002254,-0.1212880060985607
0.16331270722612282,1.0300233234191105,1.1378040172487092
0.7801136572761911,-0.3020024311605125,0.6549710265214691
0.5523011180263933,-0.6519618061327547,0.711405382158713
0.9783477210906972,0.6327492715261185,-1.8811850009276097
0.1570210215506572,-1.9521617747043318,-0.4429138521632887
0.047879956266784686,-0.3929150864602349,-0.382645519697528
-0.6412203774626952,3.2693158658659076,1.3861857017431474
-0.9810831562146415,0.5877261370242409,-2.207348073115281
0.3130373983136274,0.5336621133718709,0.6793475886027251
-0.1448074254837816,-0.9347786956107266,-2.3400372351059193
-1.606364096155834,-0.5327705798356271,1.495973754216348
0.7261920775656819,0.28933175880613804,-0.6588420882877216
-0.38260824398433285,1.3667049546201677,-0.8026981215319708
-1.8494051051331437,-0.36094629835568665,-0.2459796273927925
0.1629298195496637,-1.6647951355770227,1.1374236500892112
1.355465787886558,1.1697238643137104,-2.291718057516798
-0.31150296796396076,-0.575327819624525,-0.7374949648592771
-0.7079669166035084,-1.7497266227136963,0.10853567932533853
-1.9649268100753348,0.4775152079777743,0.4714220427045102
-0.7621214407509458,0.07581581647906421,-0.006841193889454418
-0.30758196158248696,0.22484130039493203,0.02209208600456563
-1.5876570321988248,-0.8586615316576697,1.2548063231167497
-1.328322625710219,0.4748347098221489,-0.7551930024530203
-0.44742903673298595,-0.4563606612131083,2.18198755405893
0.9301683121622838,0.9110095879025611,0.23460124034402452
-0.49052263157154113,-1.7866099920154794,0.1162710979274171
-1.1657011868637195,0.458447901182551,1.7079780675164862
-2.053350282699875,0.8514326943740556,0.5223700532745957
1.2181711356348326,0.0032061949929647173,-1.4044974220540385
0.3678389626080485,0.7997595597452336,-1.9844784386966812
-1.7871379812618975,0.5583527293717455,-1.6606756408127101
-0.05777699284192201,1.733991463595698,0.16094764291970554
0.13286667961092163,-0.496440463428282,1.638588332857571
0.00527585563034819,-0.8854674106030819,-1.2642869362872848
-0.35198755033884743,1.5397412350991981,-0.8153128543517809
0.28658974851080155,-0.08502246126520029,-0.37188144175712
0.6472655709138562,0.06886326338418741,-0.4915993989451989
2.133725173524242,0.03746341753356897,2.1672710520725618
-0.7373225524858689,-1.769112381503738,-1.2832634195787154
-0.30142368571920974,0.8461749316973278,1.1605889111071588
0.5817809480548772,0.9349585479295706,-0.0946581749727835
0.16406988488844776,-0.2195129621644949,-2.4674468454080882
-0.3761410824039247,0.01007284082175967,0.37843459526595413
1.4970455970428294,-1.9516159370478072,1.4120447029625534
-0.6311540046345615,-0.3154892780438715,-0.6231244839970553
-0.24835760199299925,-1.3687515561759565,1.6486950804183345
0.15934380263392167,-0.811176456242142,1.7621143150763647
-1.8039385612422056,-0.36218885183482297,-0.8962427601621733
-0.8579987901179077,0.9055639075117766,-2.7997506553272897
0.37249698936790615,0.9003519774481056,0.5590529155131772
-0.35089915569496327,0.22825204886979208,-1.904316995844131
-0.4708701760867869,-1.2142069925382413,-0.14683539941191276
1.6934420756571578,0.601969719210187,1.548129015785639
0.5832365418499407,-1.0061658896674857,1.3437537637272927
0.7449571873161703,0.04914608423414484,-0.007832396464894455
-1.7658815352757353,0.09029864344485215,0.11583796919877656
-0.0002971167578449932,0.38461441034684374,0.41770914214751664
0.12755509555327196,-0.2964378998750272,1.0589656232883995
-0.19830709667685173,-0.5817938439186797,-0.5217387051588789
-0.05648987470658645,1.5545377634846735,0.3950409028733539
0.3829502932780268,-1.3636683088868053,0.8138837691361663
-0.6386375476513944,0.3456077904416852,1.0488095580037626
0.10928539252282846,-0.05885908049414229,-1.3979267717012067
0.1595061143316936,-0.0326507457436521,-0.3452429126542733
-0.9328423109918786,-0.4273358283416633,0.021240829086499644
0.1706479515887594,-0.02408754251915087,-0.8289334696957655
-0.13841576395823585,-1.2902957452612225,-0.41861869890822495
0.0788081181913622,-0.49909151820995357,1.6198100803070201
-0.8818608025680751,-1.1102441237323502,-0.16745878330343184
0.03465867045817304,-1.2840189575317336,-1.0864930017014864
-1.8114217848719691,0.34054856267933264,-0.596364258881237
2.325404789511562,0.5831672806662153,-1.3218182779460719
-0.07375039101961167,1.0036372490866396,-1.1673669441108332
-1.5869391288631225,-0.6730030366246558,0.4872389154774628
-1.8677559486336524,-0.7011270701903172,0.44139809306188094
0.055230749940831075,-0.8121251111668206,0.019214052830901066
-2.5485401311522384,0.2365096188307157,-0.6217348254166413
0.6257256674373654,0.02782889811301862,1.49291538144614
2.05998315054834,-1.9000692723613029,1.0121155675772195
0.22272191188699084,-2.008122665221514,-0.8486432763894642
2.446936500075041,1.6204692020016491,0.02442806673298893
0.4734895805348397,-0.7238444018730851,1.0469464542249858
0.6461613229789045,-0.03341694355830899,1.1092118152955608
-0.651390352694827,0.6266461322272339,0.5249286468308704
1.8912421274852789,0.1626465672375887,0.5294058232092939
0.907570196326442,0.5398669737757159,-0.42407025617374694
-1.516980228934344,-1.540175094539621,0.37569678292652947
0.5498425343105068,0.08929299087306351,1.0382512363721543
-1.764237871438075,0.014613776311298246,0.8651375445332318
-2.4206989967179937,1.035043974231596,0.32520841406271633
-0.29626299854473204,0.2798183015076861,-0.7916891928180505
-0.8517736354343487,-0.5235497119735829,0.4288706471512578
0.5017505612426574,0.907497797011117,-0.762429235611398
-0.14370846449103467,1.129704758403911,-0.8184543742522956
-0.26738522359978606,0.21967031588368102,-0.0445851787415862
0.028973343177777285,-0.5840686534972951,-2.2792507374924096
-0.6635439011093452,0.893410087813986,1.3880769935371944
0.13672657618289943,-0.1500070327072678,1.2132791573928936
-0.3305812252040065,0.2267887916558716,0.407769913427451
0.172216702995452,-0.7791134824591062,-1.370998438002237
-0.09782517552153695,0.3508299407003065,0.05798391357013137
-1.8888487514212895,-0.4871560429738326,-2.1681443381357473
-1.2047054138906235,-0.5817234553302425,0.5044917852501365
0.7865443866665037,0.734647593660992,0.27089682333735826
2.2106115296487903,1.0422772559441487,-0.3051810308235076
0.11583253659437187,-0.5372368712439561,0.747464443115119
-1.1581367649117247,-0.39979374331628814,0.7706632929506712
0.31711382910657976,0.7363484047391069,0.14529192506898755
1.2254577543244904,-0.8501599489699622,-0.2787836038396427
0.5198336981255175,-0.4942745732456882,1.544608834676924
0.0751253629491101,0.37921654715455383,2.507319410326751
1.0132402890371641,-0.05907874181749448,-0.3843040508783767
1.0020167662223725,0.5613420096707872,0.9451682959035285
-0.14298047056685825,0.8283429701377955,0.07869704543679155
0.8564121124661085,0.9793877170882704,-1.0967014252312215
1.0539732816031995,-0.5263429737903043,-1.1119024235472181
-0.06152341688785389,0.4371663874674677,0.5794774214550565
-0.43662263376424243,0.4478318149161149,-1.5357910291805734
-0.9271986985526748,0.862919299226521,-0.6516136063815187
-1.2184300533430976,-1.0737230361918588,-0.1719965073334385
0.31274780956922066,1.0692743585728754,1.024907917491982
0.8944278257597292,0.7121669831198684,0.9512706803434169
0.4716416138628314,0.9994585448314379,0.6464656209682151
-0.03492764177507723,0.580338983319822,-0.2499841965402529
1.1950762222680846,-0.7022259829584684,-0.9489745592946252
0.20988219513022582,0.8799110123888204,-0.8828489586577326
-0.7593454723401819,0.09134265382573063,1.2846710414496587
0.10784215138998063,-0.5737572182880387,0.2514274317030947
